Value (kWh),Temp_avg,season,year,Time_of_day
1.057,74.8,зима,2016,ночь
1.171,74.8,зима,2016,ночь
0.56,74.8,зима,2016,ночь
0.828,74.8,зима,2016,ночь
0.932,74.8,зима,2016,ночь
0.3329999999999999,74.8,зима,2016,ночь
0.462,74.8,зима,2016,утро
0.493,74.8,зима,2016,утро
0.325,74.8,зима,2016,утро
0.294,74.8,зима,2016,утро
0.273,74.8,зима,2016,утро
0.723,74.8,зима,2016,утро
0.426,74.8,зима,2016,день
0.421,74.8,зима,2016,день
0.447,74.8,зима,2016,день
0.496,74.8,зима,2016,день
0.523,74.8,зима,2016,день
3.647,74.8,зима,2016,день
3.018,74.8,зима,2016,вечер
3.326,74.8,зима,2016,вечер
2.175,74.8,зима,2016,вечер
2.9730000000000003,74.8,зима,2016,вечер
2.994,74.8,зима,2016,вечер
1.794,74.8,зима,2016,вечер
1.281,71.2,зима,2016,ночь
1.169,71.2,зима,2016,ночь
1.231,71.2,зима,2016,ночь
0.909,71.2,зима,2016,ночь
0.825,71.2,зима,2016,ночь
0.55,71.2,зима,2016,ночь
0.514,71.2,зима,2016,утро
0.536,71.2,зима,2016,утро
0.657,71.2,зима,2016,утро
0.655,71.2,зима,2016,утро
0.8859999999999999,71.2,зима,2016,утро
0.894,71.2,зима,2016,утро
0.8240000000000001,71.2,зима,2016,день
0.55,71.2,зима,2016,день
0.537,71.2,зима,2016,день
0.799,71.2,зима,2016,день
0.833,71.2,зима,2016,день
3.408,71.2,зима,2016,день
3.071,71.2,зима,2016,вечер
1.642,71.2,зима,2016,вечер
0.8959999999999999,71.2,зима,2016,вечер
2.71,71.2,зима,2016,вечер
1.176,71.2,зима,2016,вечер
2.236,71.2,зима,2016,вечер
0.736,72.1,зима,2016,ночь
1.102,72.1,зима,2016,ночь
0.624,72.1,зима,2016,ночь
0.595,72.1,зима,2016,ночь
0.7020000000000001,72.1,зима,2016,ночь
0.308,72.1,зима,2016,ночь
0.364,72.1,зима,2016,утро
0.534,72.1,зима,2016,утро
0.471,72.1,зима,2016,утро
0.356,72.1,зима,2016,утро
0.263,72.1,зима,2016,утро
0.314,72.1,зима,2016,утро
0.349,72.1,зима,2016,день
0.517,72.1,зима,2016,день
0.408,72.1,зима,2016,день
0.417,72.1,зима,2016,день
0.561,72.1,зима,2016,день
2.164,72.1,зима,2016,день
2.055,72.1,зима,2016,вечер
1.863,72.1,зима,2016,вечер
1.258,72.1,зима,2016,вечер
1.381,72.1,зима,2016,вечер
1.163,72.1,зима,2016,вечер
0.742,72.1,зима,2016,вечер
0.636,71.2,весна,2016,ночь
0.955,71.2,весна,2016,ночь
0.7170000000000001,71.2,весна,2016,ночь
0.6709999999999999,71.2,весна,2016,ночь
0.6920000000000001,71.2,весна,2016,ночь
0.313,71.2,весна,2016,ночь
0.3,71.2,весна,2016,утро
0.282,71.2,весна,2016,утро
0.525,71.2,весна,2016,утро
0.5579999999999999,71.2,весна,2016,утро
0.365,71.2,весна,2016,утро
0.402,71.2,весна,2016,утро
0.445,71.2,весна,2016,день
0.283,71.2,весна,2016,день
0.303,71.2,весна,2016,день
0.588,71.2,весна,2016,день
1.5590000000000002,71.2,весна,2016,день
3.027,71.2,весна,2016,день
1.983,71.2,весна,2016,вечер
1.514,71.2,весна,2016,вечер
1.557,71.2,весна,2016,вечер
2.045,71.2,весна,2016,вечер
1.031,71.2,весна,2016,вечер
2.132,71.2,весна,2016,вечер
1.033,73.8,весна,2016,ночь
0.857,73.8,весна,2016,ночь
0.711,73.8,весна,2016,ночь
0.6859999999999999,73.8,весна,2016,ночь
0.311,73.8,весна,2016,ночь
0.293,73.8,весна,2016,ночь
0.3389999999999999,73.8,весна,2016,утро
0.324,73.8,весна,2016,утро
0.435,73.8,весна,2016,утро
0.4579999999999999,73.8,весна,2016,утро
0.306,73.8,весна,2016,утро
0.412,73.8,весна,2016,утро
0.7959999999999999,73.8,весна,2016,день
1.922,73.8,весна,2016,день
1.486,73.8,весна,2016,день
1.671,73.8,весна,2016,день
1.5490000000000002,73.8,весна,2016,день
2.44,73.8,весна,2016,день
1.864,73.8,весна,2016,вечер
1.314,73.8,весна,2016,вечер
1.195,73.8,весна,2016,вечер
2.347,73.8,весна,2016,вечер
1.256,73.8,весна,2016,вечер
1.19,73.8,весна,2016,вечер
0.885,76.6,весна,2016,ночь
0.7390000000000001,76.6,весна,2016,ночь
0.987,76.6,весна,2016,ночь
0.65,76.6,весна,2016,ночь
0.757,76.6,весна,2016,ночь
0.287,76.6,весна,2016,ночь
0.478,76.6,весна,2016,утро
0.521,76.6,весна,2016,утро
0.356,76.6,весна,2016,утро
0.39,76.6,весна,2016,утро
0.407,76.6,весна,2016,утро
0.8079999999999999,76.6,весна,2016,утро
0.5720000000000001,76.6,весна,2016,день
0.763,76.6,весна,2016,день
0.706,76.6,весна,2016,день
0.51,76.6,весна,2016,день
0.439,76.6,весна,2016,день
3.736,76.6,весна,2016,день
3.804,76.6,весна,2016,вечер
3.1060000000000003,76.6,весна,2016,вечер
2.324,76.6,весна,2016,вечер
2.6010000000000004,76.6,весна,2016,вечер
1.991,76.6,весна,2016,вечер
1.506,76.6,весна,2016,вечер
0.988,79.6,лето,2016,ночь
1.178,79.6,лето,2016,ночь
1.0490000000000002,79.6,лето,2016,ночь
0.943,79.6,лето,2016,ночь
1.024,79.6,лето,2016,ночь
0.315,79.6,лето,2016,ночь
0.504,79.6,лето,2016,утро
0.425,79.6,лето,2016,утро
0.369,79.6,лето,2016,утро
0.268,79.6,лето,2016,утро
0.422,79.6,лето,2016,утро
0.38,79.6,лето,2016,утро
0.316,79.6,лето,2016,день
0.708,79.6,лето,2016,день
0.82,79.6,лето,2016,день
0.672,79.6,лето,2016,день
0.478,79.6,лето,2016,день
4.431,79.6,лето,2016,день
4.019,79.6,лето,2016,вечер
2.334,79.6,лето,2016,вечер
2.349,79.6,лето,2016,вечер
2.852,79.6,лето,2016,вечер
2.037,79.6,лето,2016,вечер
1.4409999999999998,79.6,лето,2016,вечер
1.243,79.3,лето,2016,ночь
0.99,79.3,лето,2016,ночь
1.07,79.3,лето,2016,ночь
0.991,79.3,лето,2016,ночь
1.001,79.3,лето,2016,ночь
0.578,79.3,лето,2016,ночь
0.446,79.3,лето,2016,утро
0.516,79.3,лето,2016,утро
0.336,79.3,лето,2016,утро
0.3929999999999999,79.3,лето,2016,утро
0.535,79.3,лето,2016,утро
1.067,79.3,лето,2016,утро
1.371,79.3,лето,2016,день
1.244,79.3,лето,2016,день
1.365,79.3,лето,2016,день
1.457,79.3,лето,2016,день
2.391,79.3,лето,2016,день
4.754,79.3,лето,2016,день
3.873,79.3,лето,2016,вечер
2.652,79.3,лето,2016,вечер
3.104,79.3,лето,2016,вечер
3.56,79.3,лето,2016,вечер
2.792,79.3,лето,2016,вечер
2.322,79.3,лето,2016,вечер
2.247,79.2,лето,2016,ночь
1.936,79.2,лето,2016,ночь
2.113,79.2,лето,2016,ночь
1.771,79.2,лето,2016,ночь
1.76,79.2,лето,2016,ночь
0.82,79.2,лето,2016,ночь
0.411,79.2,лето,2016,утро
0.451,79.2,лето,2016,утро
0.431,79.2,лето,2016,утро
0.342,79.2,лето,2016,утро
0.401,79.2,лето,2016,утро
0.433,79.2,лето,2016,утро
0.624,79.2,лето,2016,день
0.899,79.2,лето,2016,день
0.626,79.2,лето,2016,день
0.451,79.2,лето,2016,день
0.773,79.2,лето,2016,день
4.092,79.2,лето,2016,день
3.431,79.2,лето,2016,вечер
2.815,79.2,лето,2016,вечер
3.113,79.2,лето,2016,вечер
2.908,79.2,лето,2016,вечер
3.5580000000000003,79.2,лето,2016,вечер
2.261,79.2,лето,2016,вечер
2.092,80.6,осень,2016,ночь
1.554,80.6,осень,2016,ночь
1.361,80.6,осень,2016,ночь
1.001,80.6,осень,2016,ночь
0.6779999999999999,80.6,осень,2016,ночь
0.32,80.6,осень,2016,ночь
0.513,80.6,осень,2016,утро
0.6829999999999999,80.6,осень,2016,утро
0.422,80.6,осень,2016,утро
0.434,80.6,осень,2016,утро
0.476,80.6,осень,2016,утро
0.5529999999999999,80.6,осень,2016,утро
0.731,80.6,осень,2016,день
0.669,80.6,осень,2016,день
0.546,80.6,осень,2016,день
0.451,80.6,осень,2016,день
0.904,80.6,осень,2016,день
5.155,80.6,осень,2016,день
3.636,80.6,осень,2016,вечер
4.614,80.6,осень,2016,вечер
4.821000000000001,80.6,осень,2016,вечер
2.68,80.6,осень,2016,вечер
3.245,80.6,осень,2016,вечер
4.928,80.6,осень,2016,вечер
3.862,82.0,осень,2016,ночь
2.117,82.0,осень,2016,ночь
2.376,82.0,осень,2016,ночь
2.3,82.0,осень,2016,ночь
1.753,82.0,осень,2016,ночь
2.047,82.0,осень,2016,ночь
0.86,82.0,осень,2016,утро
0.742,82.0,осень,2016,утро
1.232,82.0,осень,2016,утро
1.241,82.0,осень,2016,утро
1.086,82.0,осень,2016,утро
0.575,82.0,осень,2016,утро
0.48,82.0,осень,2016,день
0.639,82.0,осень,2016,день
0.433,82.0,осень,2016,день
0.3389999999999999,82.0,осень,2016,день
1.453,82.0,осень,2016,день
5.151,82.0,осень,2016,день
4.088,82.0,осень,2016,вечер
3.506,82.0,осень,2016,вечер
3.071,82.0,осень,2016,вечер
4.49,82.0,осень,2016,вечер
4.744,82.0,осень,2016,вечер
5.416,82.0,осень,2016,вечер
4.42,78.7,осень,2016,ночь
2.7510000000000003,78.7,осень,2016,ночь
2.559,78.7,осень,2016,ночь
2.28,78.7,осень,2016,ночь
2.408,78.7,осень,2016,ночь
1.941,78.7,осень,2016,ночь
0.7140000000000001,78.7,осень,2016,утро
0.802,78.7,осень,2016,утро
1.816,78.7,осень,2016,утро
0.705,78.7,осень,2016,утро
0.366,78.7,осень,2016,утро
0.248,78.7,осень,2016,утро
0.2689999999999999,78.7,осень,2016,день
0.379,78.7,осень,2016,день
1.139,78.7,осень,2016,день
0.754,78.7,осень,2016,день
0.913,78.7,осень,2016,день
3.064,78.7,осень,2016,день
0.908,78.7,осень,2016,вечер
1.156,78.7,осень,2016,вечер
1.306,78.7,осень,2016,вечер
2.927,78.7,осень,2016,вечер
3.135,78.7,осень,2016,вечер
1.454,78.7,осень,2016,вечер
0.956,82.5,весна,2016,ночь
1.29,82.5,весна,2016,ночь
1.182,82.5,весна,2016,ночь
0.909,82.5,весна,2016,ночь
0.8029999999999999,82.5,весна,2016,ночь
0.605,82.5,весна,2016,ночь
0.476,82.5,весна,2016,утро
0.5720000000000001,82.5,весна,2016,утро
0.436,82.5,весна,2016,утро
0.3939999999999999,82.5,весна,2016,утро
0.477,82.5,весна,2016,утро
0.474,82.5,весна,2016,утро
0.6579999999999999,82.5,весна,2016,день
0.569,82.5,весна,2016,день
0.391,82.5,весна,2016,день
0.5489999999999999,82.5,весна,2016,день
1.514,82.5,весна,2016,день
5.064,82.5,весна,2016,день
4.934,82.5,весна,2016,вечер
3.386,82.5,весна,2016,вечер
3.05,82.5,весна,2016,вечер
3.292,82.5,весна,2016,вечер
2.688,82.5,весна,2016,вечер
2.196,82.5,весна,2016,вечер
0.991,85.7,весна,2016,ночь
1.511,85.7,весна,2016,ночь
1.268,85.7,весна,2016,ночь
0.935,85.7,весна,2016,ночь
1.221,85.7,весна,2016,ночь
0.6859999999999999,85.7,весна,2016,ночь
0.575,85.7,весна,2016,утро
0.514,85.7,весна,2016,утро
0.493,85.7,весна,2016,утро
0.629,85.7,весна,2016,утро
0.441,85.7,весна,2016,утро
0.706,85.7,весна,2016,утро
0.828,85.7,весна,2016,день
0.835,85.7,весна,2016,день
0.56,85.7,весна,2016,день
0.444,85.7,весна,2016,день
3.364,85.7,весна,2016,день
5.017,85.7,весна,2016,день
5.174,85.7,весна,2016,вечер
4.387,85.7,весна,2016,вечер
5.239,85.7,весна,2016,вечер
4.571000000000001,85.7,весна,2016,вечер
3.946,85.7,весна,2016,вечер
2.349,85.7,весна,2016,вечер
2.008,85.2,весна,2016,ночь
1.705,85.2,весна,2016,ночь
1.328,85.2,весна,2016,ночь
1.472,85.2,весна,2016,ночь
1.31,85.2,весна,2016,ночь
0.64,85.2,весна,2016,ночь
0.483,85.2,весна,2016,утро
0.6659999999999999,85.2,весна,2016,утро
0.452,85.2,весна,2016,утро
0.682,85.2,весна,2016,утро
0.999,85.2,весна,2016,утро
0.8440000000000001,85.2,весна,2016,утро
0.427,85.2,весна,2016,день
0.381,85.2,весна,2016,день
0.251,85.2,весна,2016,день
0.2789999999999999,85.2,весна,2016,день
2.296,85.2,весна,2016,день
5.278,85.2,весна,2016,день
5.485,85.2,весна,2016,вечер
3.822,85.2,весна,2016,вечер
3.467,85.2,весна,2016,вечер
3.567,85.2,весна,2016,вечер
1.897,85.2,весна,2016,вечер
2.041,85.2,весна,2016,вечер
1.591,86.5,весна,2016,ночь
1.269,86.5,весна,2016,ночь
1.4509999999999998,86.5,весна,2016,ночь
1.215,86.5,весна,2016,ночь
1.336,86.5,весна,2016,ночь
0.638,86.5,весна,2016,ночь
0.489,86.5,весна,2016,утро
0.444,86.5,весна,2016,утро
0.3329999999999999,86.5,весна,2016,утро
0.342,86.5,весна,2016,утро
0.374,86.5,весна,2016,утро
0.346,86.5,весна,2016,утро
0.505,86.5,весна,2016,день
0.624,86.5,весна,2016,день
0.48,86.5,весна,2016,день
0.488,86.5,весна,2016,день
3.682,86.5,весна,2016,день
5.207999999999999,86.5,весна,2016,день
4.658,86.5,весна,2016,вечер
4.178999999999999,86.5,весна,2016,вечер
3.834,86.5,весна,2016,вечер
3.545,86.5,весна,2016,вечер
4.018,86.5,весна,2016,вечер
2.2430000000000003,86.5,весна,2016,вечер
1.5219999999999998,85.8,весна,2016,ночь
1.595,85.8,весна,2016,ночь
1.507,85.8,весна,2016,ночь
1.225,85.8,весна,2016,ночь
1.537,85.8,весна,2016,ночь
0.657,85.8,весна,2016,ночь
0.451,85.8,весна,2016,утро
0.3779999999999999,85.8,весна,2016,утро
0.769,85.8,весна,2016,утро
0.509,85.8,весна,2016,утро
0.51,85.8,весна,2016,утро
0.573,85.8,весна,2016,утро
0.4039999999999999,85.8,весна,2016,день
0.28,85.8,весна,2016,день
0.28,85.8,весна,2016,день
0.847,85.8,весна,2016,день
5.317,85.8,весна,2016,день
4.476,85.8,весна,2016,день
4.105,85.8,весна,2016,вечер
4.281000000000001,85.8,весна,2016,вечер
3.389,85.8,весна,2016,вечер
2.375,85.8,весна,2016,вечер
2.267,85.8,весна,2016,вечер
2.107,85.8,весна,2016,вечер
1.887,84.8,весна,2016,ночь
1.5830000000000002,84.8,весна,2016,ночь
1.195,84.8,весна,2016,ночь
1.177,84.8,весна,2016,ночь
1.311,84.8,весна,2016,ночь
0.622,84.8,весна,2016,ночь
0.3379999999999999,84.8,весна,2016,утро
0.413,84.8,весна,2016,утро
0.3829999999999999,84.8,весна,2016,утро
0.437,84.8,весна,2016,утро
0.4529999999999999,84.8,весна,2016,утро
0.476,84.8,весна,2016,утро
1.29,84.8,весна,2016,день
3.022,84.8,весна,2016,день
2.321,84.8,весна,2016,день
1.796,84.8,весна,2016,день
2.999,84.8,весна,2016,день
5.43,84.8,весна,2016,день
4.113,84.8,весна,2016,вечер
4.413,84.8,весна,2016,вечер
0.643,84.8,весна,2016,вечер
3.794,84.8,весна,2016,вечер
2.224,84.8,весна,2016,вечер
4.09,84.8,весна,2016,вечер
2.507,82.3,весна,2016,ночь
2.201,82.3,весна,2016,ночь
1.723,82.3,весна,2016,ночь
1.392,82.3,весна,2016,ночь
1.384,82.3,весна,2016,ночь
0.679,82.3,весна,2016,ночь
0.425,82.3,весна,2016,утро
0.371,82.3,весна,2016,утро
0.437,82.3,весна,2016,утро
0.471,82.3,весна,2016,утро
0.45,82.3,весна,2016,утро
1.393,82.3,весна,2016,утро
1.582,82.3,весна,2016,день
1.52,82.3,весна,2016,день
1.6909999999999998,82.3,весна,2016,день
5.0,82.3,весна,2016,день
4.056,82.3,весна,2016,день
3.88,82.3,весна,2016,день
3.957,82.3,весна,2016,вечер
3.051,82.3,весна,2016,вечер
3.004,82.3,весна,2016,вечер
2.782,82.3,весна,2016,вечер
1.907,82.3,весна,2016,вечер
1.696,82.3,весна,2016,вечер
1.307,82.9,весна,2016,ночь
1.283,82.9,весна,2016,ночь
1.242,82.9,весна,2016,ночь
1.0759999999999998,82.9,весна,2016,ночь
1.116,82.9,весна,2016,ночь
0.615,82.9,весна,2016,ночь
0.517,82.9,весна,2016,утро
0.5,82.9,весна,2016,утро
0.469,82.9,весна,2016,утро
0.524,82.9,весна,2016,утро
0.515,82.9,весна,2016,утро
0.552,82.9,весна,2016,утро
0.614,82.9,весна,2016,день
0.513,82.9,весна,2016,день
0.616,82.9,весна,2016,день
0.574,82.9,весна,2016,день
3.871,82.9,весна,2016,день
3.239,82.9,весна,2016,день
3.499,82.9,весна,2016,вечер
2.855,82.9,весна,2016,вечер
3.225,82.9,весна,2016,вечер
4.502,82.9,весна,2016,вечер
3.154,82.9,весна,2016,вечер
2.522,82.9,весна,2016,вечер
1.4169999999999998,82.7,весна,2016,ночь
1.234,82.7,весна,2016,ночь
1.1740000000000002,82.7,весна,2016,ночь
1.622,82.7,весна,2016,ночь
0.912,82.7,весна,2016,ночь
0.578,82.7,весна,2016,ночь
0.457,82.7,весна,2016,утро
0.4379999999999999,82.7,весна,2016,утро
0.371,82.7,весна,2016,утро
0.376,82.7,весна,2016,утро
0.564,82.7,весна,2016,утро
0.606,82.7,весна,2016,утро
0.495,82.7,весна,2016,день
0.4629999999999999,82.7,весна,2016,день
0.401,82.7,весна,2016,день
0.486,82.7,весна,2016,день
2.486,82.7,весна,2016,день
3.807,82.7,весна,2016,день
3.694,82.7,весна,2016,вечер
2.7880000000000003,82.7,весна,2016,вечер
1.902,82.7,весна,2016,вечер
3.594,82.7,весна,2016,вечер
2.733,82.7,весна,2016,вечер
1.887,82.7,весна,2016,вечер
1.315,83.2,весна,2016,ночь
1.34,83.2,весна,2016,ночь
1.153,83.2,весна,2016,ночь
1.09,83.2,весна,2016,ночь
1.3030000000000002,83.2,весна,2016,ночь
0.628,83.2,весна,2016,ночь
0.471,83.2,весна,2016,утро
0.73,83.2,весна,2016,утро
0.541,83.2,весна,2016,утро
0.4529999999999999,83.2,весна,2016,утро
0.4429999999999999,83.2,весна,2016,утро
0.727,83.2,весна,2016,утро
0.55,83.2,весна,2016,день
0.476,83.2,весна,2016,день
0.3389999999999999,83.2,весна,2016,день
0.444,83.2,весна,2016,день
2.747,83.2,весна,2016,день
4.55,83.2,весна,2016,день
4.214,83.2,весна,2016,вечер
4.058,83.2,весна,2016,вечер
4.442,83.2,весна,2016,вечер
3.649,83.2,весна,2016,вечер
3.617,83.2,весна,2016,вечер
3.1210000000000004,83.2,весна,2016,вечер
2.627,83.8,весна,2016,ночь
2.42,83.8,весна,2016,ночь
1.73,83.8,весна,2016,ночь
1.4240000000000002,83.8,весна,2016,ночь
1.489,83.8,весна,2016,ночь
0.917,83.8,весна,2016,ночь
0.405,83.8,весна,2016,утро
0.43,83.8,весна,2016,утро
0.352,83.8,весна,2016,утро
0.4029999999999999,83.8,весна,2016,утро
0.922,83.8,весна,2016,утро
1.106,83.8,весна,2016,утро
0.625,83.8,весна,2016,день
0.505,83.8,весна,2016,день
0.32,83.8,весна,2016,день
2.514,83.8,весна,2016,день
2.803,83.8,весна,2016,день
3.169,83.8,весна,2016,день
4.042,83.8,весна,2016,вечер
2.884,83.8,весна,2016,вечер
2.794,83.8,весна,2016,вечер
2.699,83.8,весна,2016,вечер
1.942,83.8,весна,2016,вечер
1.882,83.8,весна,2016,вечер
1.15,82.0,весна,2016,ночь
1.281,82.0,весна,2016,ночь
0.6459999999999999,82.0,весна,2016,ночь
1.046,82.0,весна,2016,ночь
1.033,82.0,весна,2016,ночь
0.472,82.0,весна,2016,ночь
0.633,82.0,весна,2016,утро
0.613,82.0,весна,2016,утро
0.418,82.0,весна,2016,утро
0.505,82.0,весна,2016,утро
0.466,82.0,весна,2016,утро
0.412,82.0,весна,2016,утро
0.637,82.0,весна,2016,день
0.579,82.0,весна,2016,день
0.48,82.0,весна,2016,день
0.49,82.0,весна,2016,день
2.9560000000000004,82.0,весна,2016,день
4.781000000000001,82.0,весна,2016,день
3.825,82.0,весна,2016,вечер
3.671,82.0,весна,2016,вечер
2.971,82.0,весна,2016,вечер
2.6830000000000003,82.0,весна,2016,вечер
1.97,82.0,весна,2016,вечер
2.962,82.0,весна,2016,вечер
1.986,83.1,весна,2016,ночь
1.6569999999999998,83.1,весна,2016,ночь
1.362,83.1,весна,2016,ночь
1.27,83.1,весна,2016,ночь
1.287,83.1,весна,2016,ночь
1.036,83.1,весна,2016,ночь
0.317,83.1,весна,2016,утро
0.375,83.1,весна,2016,утро
0.5329999999999999,83.1,весна,2016,утро
0.396,83.1,весна,2016,утро
0.303,83.1,весна,2016,утро
0.535,83.1,весна,2016,утро
0.379,83.1,весна,2016,день
2.521,83.1,весна,2016,день
2.343,83.1,весна,2016,день
3.389,83.1,весна,2016,день
2.327,83.1,весна,2016,день
3.989,83.1,весна,2016,день
3.14,83.1,весна,2016,вечер
2.33,83.1,весна,2016,вечер
2.013,83.1,весна,2016,вечер
2.405,83.1,весна,2016,вечер
3.66,83.1,весна,2016,вечер
2.795,83.1,весна,2016,вечер
1.813,84.8,весна,2016,ночь
2.077,84.8,весна,2016,ночь
1.638,84.8,весна,2016,ночь
1.236,84.8,весна,2016,ночь
1.17,84.8,весна,2016,ночь
0.618,84.8,весна,2016,ночь
0.3289999999999999,84.8,весна,2016,утро
0.39,84.8,весна,2016,утро
0.418,84.8,весна,2016,утро
0.469,84.8,весна,2016,утро
0.515,84.8,весна,2016,утро
0.327,84.8,весна,2016,утро
0.316,84.8,весна,2016,день
0.3379999999999999,84.8,весна,2016,день
2.667,84.8,весна,2016,день
4.973,84.8,весна,2016,день
5.195,84.8,весна,2016,день
4.646,84.8,весна,2016,день
2.518,84.8,весна,2016,вечер
2.418,84.8,весна,2016,вечер
2.152,84.8,весна,2016,вечер
2.994,84.8,весна,2016,вечер
1.747,84.8,весна,2016,вечер
1.612,84.8,весна,2016,вечер
1.252,84.8,весна,2016,ночь
1.4580000000000002,84.8,весна,2016,ночь
1.531,84.8,весна,2016,ночь
0.597,84.8,весна,2016,ночь
1.288,84.8,весна,2016,ночь
0.615,84.8,весна,2016,ночь
0.469,84.8,весна,2016,утро
0.4679999999999999,84.8,весна,2016,утро
0.341,84.8,весна,2016,утро
0.351,84.8,весна,2016,утро
0.476,84.8,весна,2016,утро
0.7490000000000001,84.8,весна,2016,утро
0.759,84.8,весна,2016,день
0.938,84.8,весна,2016,день
0.6729999999999999,84.8,весна,2016,день
1.3530000000000002,84.8,весна,2016,день
4.437,84.8,весна,2016,день
4.633,84.8,весна,2016,день
4.626,84.8,весна,2016,вечер
4.062,84.8,весна,2016,вечер
2.852,84.8,весна,2016,вечер
3.584,84.8,весна,2016,вечер
3.254,84.8,весна,2016,вечер
2.1630000000000003,84.8,весна,2016,вечер
1.989,82.2,весна,2016,ночь
1.6269999999999998,82.2,весна,2016,ночь
1.649,82.2,весна,2016,ночь
1.564,82.2,весна,2016,ночь
1.0490000000000002,82.2,весна,2016,ночь
0.665,82.2,весна,2016,ночь
0.461,82.2,весна,2016,утро
0.426,82.2,весна,2016,утро
0.407,82.2,весна,2016,утро
0.366,82.2,весна,2016,утро
0.451,82.2,весна,2016,утро
0.6859999999999999,82.2,весна,2016,утро
0.361,82.2,весна,2016,день
0.375,82.2,весна,2016,день
0.3939999999999999,82.2,весна,2016,день
3.657,82.2,весна,2016,день
3.128,82.2,весна,2016,день
2.801,82.2,весна,2016,день
3.22,82.2,весна,2016,вечер
2.926,82.2,весна,2016,вечер
1.747,82.2,весна,2016,вечер
3.188,82.2,весна,2016,вечер
1.909,82.2,весна,2016,вечер
1.614,82.2,весна,2016,вечер
0.974,81.6,весна,2016,ночь
1.14,81.6,весна,2016,ночь
0.969,81.6,весна,2016,ночь
0.696,81.6,весна,2016,ночь
0.8240000000000001,81.6,весна,2016,ночь
0.621,81.6,весна,2016,ночь
0.436,81.6,весна,2016,утро
0.639,81.6,весна,2016,утро
0.419,81.6,весна,2016,утро
0.4639999999999999,81.6,весна,2016,утро
0.603,81.6,весна,2016,утро
0.642,81.6,весна,2016,утро
0.37,81.6,весна,2016,день
0.313,81.6,весна,2016,день
0.484,81.6,весна,2016,день
0.299,81.6,весна,2016,день
3.594,81.6,весна,2016,день
5.146,81.6,весна,2016,день
4.583,81.6,весна,2016,вечер
2.464,81.6,весна,2016,вечер
1.546,81.6,весна,2016,вечер
3.467,81.6,весна,2016,вечер
2.5980000000000003,81.6,весна,2016,вечер
1.756,81.6,весна,2016,вечер
1.355,83.8,весна,2016,ночь
1.3159999999999998,83.8,весна,2016,ночь
0.952,83.8,весна,2016,ночь
1.02,83.8,весна,2016,ночь
0.943,83.8,весна,2016,ночь
0.684,83.8,весна,2016,ночь
0.436,83.8,весна,2016,утро
0.434,83.8,весна,2016,утро
0.36,83.8,весна,2016,утро
0.421,83.8,весна,2016,утро
0.3979999999999999,83.8,весна,2016,утро
0.434,83.8,весна,2016,утро
0.4639999999999999,83.8,весна,2016,день
0.552,83.8,весна,2016,день
0.382,83.8,весна,2016,день
0.654,83.8,весна,2016,день
4.238,83.8,весна,2016,день
4.529,83.8,весна,2016,день
4.123,83.8,весна,2016,вечер
4.0,83.8,весна,2016,вечер
2.778,83.8,весна,2016,вечер
3.513,83.8,весна,2016,вечер
2.549,83.8,весна,2016,вечер
1.3969999999999998,83.8,весна,2016,вечер
1.5719999999999998,84.9,зима,2016,ночь
1.01,84.9,зима,2016,ночь
1.26,84.9,зима,2016,ночь
1.257,84.9,зима,2016,ночь
0.921,84.9,зима,2016,ночь
0.7240000000000001,84.9,зима,2016,ночь
0.5720000000000001,84.9,зима,2016,утро
0.569,84.9,зима,2016,утро
0.347,84.9,зима,2016,утро
0.3339999999999999,84.9,зима,2016,утро
0.413,84.9,зима,2016,утро
0.424,84.9,зима,2016,утро
0.319,84.9,зима,2016,день
3.314,84.9,зима,2016,день
5.138999999999999,84.9,зима,2016,день
4.268,84.9,зима,2016,день
3.347,84.9,зима,2016,день
3.298,84.9,зима,2016,день
2.088,84.9,зима,2016,вечер
1.5630000000000002,84.9,зима,2016,вечер
2.593,84.9,зима,2016,вечер
2.583,84.9,зима,2016,вечер
3.24,84.9,зима,2016,вечер
2.022,84.9,зима,2016,вечер
1.812,86.2,зима,2016,ночь
1.209,86.2,зима,2016,ночь
1.359,86.2,зима,2016,ночь
1.418,86.2,зима,2016,ночь
1.346,86.2,зима,2016,ночь
0.735,86.2,зима,2016,ночь
0.445,86.2,зима,2016,утро
0.573,86.2,зима,2016,утро
0.7929999999999999,86.2,зима,2016,утро
0.526,86.2,зима,2016,утро
0.56,86.2,зима,2016,утро
0.516,86.2,зима,2016,утро
2.099,86.2,зима,2016,день
5.317,86.2,зима,2016,день
5.167000000000001,86.2,зима,2016,день
5.023,86.2,зима,2016,день
4.581,86.2,зима,2016,день
4.79,86.2,зима,2016,день
4.75,86.2,зима,2016,вечер
3.522,86.2,зима,2016,вечер
2.222,86.2,зима,2016,вечер
3.574,86.2,зима,2016,вечер
3.554,86.2,зима,2016,вечер
3.519,86.2,зима,2016,вечер
2.281,87.1,зима,2016,ночь
1.658,87.1,зима,2016,ночь
1.791,87.1,зима,2016,ночь
1.32,87.1,зима,2016,ночь
1.554,87.1,зима,2016,ночь
0.775,87.1,зима,2016,ночь
0.397,87.1,зима,2016,утро
0.698,87.1,зима,2016,утро
1.378,87.1,зима,2016,утро
0.926,87.1,зима,2016,утро
1.025,87.1,зима,2016,утро
2.32,87.1,зима,2016,утро
